sensor_id,sensor_name,parameter_id,parameter_name,parameter_units,location_id,location_name,locality,latitude,longitude,datetime_first,datetime_last
5621,o3 µg/m³,3,o3,µg/m³,2683,Armentieres Centre,,50.68720892625311,2.8800437166513917,,
4275074,no µg/m³,19843,no,µg/m³,2684,NET-FR058A,ATMO NOUVELLE-AQUITAINE,46.143173,-0.396042,,
5624,no2 µg/m³,5,no2,µg/m³,2684,NET-FR058A,ATMO NOUVELLE-AQUITAINE,46.143173,-0.396042,,
5592,o3 µg/m³,3,o3,µg/m³,2684,NET-FR058A,ATMO NOUVELLE-AQUITAINE,46.143173,-0.396042,,
5617,pm10 µg/m³,1,pm10,µg/m³,2684,NET-FR058A,ATMO NOUVELLE-AQUITAINE,46.143173,-0.396042,,
24880,pm25 µg/m³,2,pm25,µg/m³,2684,NET-FR058A,ATMO NOUVELLE-AQUITAINE,46.143173,-0.396042,,
5626,no2 µg/m³,5,no2,µg/m³,2685,FR09402,,46.570002999464,0.323575,,
5594,pm10 µg/m³,1,pm10,µg/m³,2685,FR09402,,46.570002999464,0.323575,,
4275409,no µg/m³,19843,no,µg/m³,2686,Aytré,AYTRÉ,46.135136000077324,-1.1170860000692169,,
5601,no2 µg/m³,5,no2,µg/m³,2686,Aytré,AYTRÉ,46.135136000077324,-1.1170860000692169,,
5599,o3 µg/m³,3,o3,µg/m³,2686,Aytré,AYTRÉ,46.135136000077324,-1.1170860000692169,,
5596,pm10 µg/m³,1,pm10,µg/m³,2686,Aytré,AYTRÉ,46.135136000077324,-1.1170860000692169,,
5602,no2 µg/m³,5,no2,µg/m³,2687,Vienne Centre,,45.5259808277432,4.875408575196197,,
5600,o3 µg/m³,3,o3,µg/m³,2687,Vienne Centre,,45.5259808277432,4.875408575196197,,
5598,pm10 µg/m³,1,pm10,µg/m³,2687,Vienne Centre,,45.5259808277432,4.875408575196197,,
4274354,no µg/m³,19843,no,µg/m³,2688,FR32005,Saône-et-Loire,46.6666401423631,4.36666568034079,,
8306,no2 µg/m³,5,no2,µg/m³,2688,FR32005,Saône-et-Loire,46.6666401423631,4.36666568034079,,
8307,o3 µg/m³,3,o3,µg/m³,2688,FR32005,Saône-et-Loire,46.6666401423631,4.36666568034079,,
5604,pm10 µg/m³,1,pm10,µg/m³,2688,FR32005,Saône-et-Loire,46.6666401423631,4.36666568034079,,
1562363,pm25 µg/m³,2,pm25,µg/m³,2688,FR32005,Saône-et-Loire,46.6666401423631,4.36666568034079,,
4275216,no µg/m³,19843,no,µg/m³,2689,Besancon Mégevand,BESANÇON,47.235973000217115,6.023611000388419,,
5605,no2 µg/m³,5,no2,µg/m³,2689,Besancon Mégevand,BESANÇON,47.235973000217115,6.023611000388419,,
4274474,no µg/m³,19843,no,µg/m³,2690,St Germain/Rhône,SAINT-GERMAIN-SUR-RHÔNE,46.072224000206376,5.820833000425056,,
5606,no2 µg/m³,5,no2,µg/m³,2690,St Germain/Rhône,SAINT-GERMAIN-SUR-RHÔNE,46.072224000206376,5.820833000425056,,
5607,o3 µg/m³,3,o3,µg/m³,2690,St Germain/Rhône,SAINT-GERMAIN-SUR-RHÔNE,46.072224000206376,5.820833000425056,,
5608,pm10 µg/m³,1,pm10,µg/m³,2690,St Germain/Rhône,SAINT-GERMAIN-SUR-RHÔNE,46.072224000206376,5.820833000425056,,
5610,pm25 µg/m³,2,pm25,µg/m³,2690,St Germain/Rhône,SAINT-GERMAIN-SUR-RHÔNE,46.072224000206376,5.820833000425056,,
5613,so2 µg/m³,6,so2,µg/m³,2690,St Germain/Rhône,SAINT-GERMAIN-SUR-RHÔNE,46.072224000206376,5.820833000425056,,
5611,no2 µg/m³,5,no2,µg/m³,2691,HAUT BEAUJOLAIS,DIÈME,45.96141000007654,4.465710999551557,,
